"STATUS","INCOME","PS_LAPSE1","SECTOR","PAYMENT_MODE","PAYER_GENDER","INSURED_GENDER","PRODUCT_GROUP","PAYER_AGE_GROUP","PREMIUM","TERM","PAYER_MARITAL_STATUS","INSURED_MARITAL_STATUS","COMPANY_NAME","OCCUPATION_DESC1","PAYPOINT_NAME"
"ACT",2326,78.6043713655504,"TRANSPORT/DRIVING/OPERATIONS","DSO","MALE","MALE","FUNERAL","26-35",143,99,"S","S","COMP19","DRIVER OTHER THAN CHAUFFEUR","Otherwise"
"ACT",750,89.2857142857143,"PROFESSIONAL/ENGINEERING/TECHNICAL","ADD","MALE","MALE","RISK","18-25",105,25,"S","S","COMP156","SKILLED SEMI SKILLED","PAYPOINT202"
"ACT",1970,94.4444444444444,"CONSTRUCTION/TRADES/CRAFTWORK","RSO","MALE","MALE","RISK","26-35",127,16,"M","M","COMP19","Otherwise","PAYPOINT223"
"ACT",2330,78.6043713655504,"PUBLIC/GOVERNMENT/ADMINISTRATION","RSO","FEMALE","FEMALE","INVEST","36-45",155,11,"M","M","COMP19","SECRETARY","PAYPOINT224"
"ACT",2093,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","DSO","FEMALE","FEMALE","FUNERAL","26-35",187.84,99,"S","S","COMP35","SKILLED SEMI SKILLED","Otherwise"
"ACT",1395,78.6043713655504,"SERVICES/SANITATION/PROCESSING","RSO","FEMALE","FEMALE","FUNERAL","26-35",229.14,99,"S","S","COMP19","CLEANER","PAYPOINT223"
"ACT",1300,78.6043713655504,"PUBLIC/SECURITY/COMPLIANCE","DSO","MALE","MALE","FUNERAL","26-35",100.8,99,"S","S","Otherwise","SECURITY OFFICER  WATCHMAN","Otherwise"
"ACT",1508,78.6043713655504,"UTILITIES/WATER/ENVIRONMENT","RSO","FEMALE","FEMALE","FUNERAL","26-35",217.2,99,"M","M","COMP19","Otherwise","PAYPOINT223"
"ACT",1000,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","ADD","FEMALE","FEMALE","FUNERAL","18-25",117.97,99,"S","S","COMP70","SKILLED SEMI SKILLED","PAYPOINT202"
"ACT",3869,78.6043713655504,"PRIMARY/AGRICULTURE/WILDLIFE","RSO","MALE","MALE","RISK","26-35",100,16,"S","S","Otherwise","Otherwise","PAYPOINT223"
"ACT",1479,83.4355828220859,"PUBLIC/SECURITY/COMPLIANCE","DSO","FEMALE","FEMALE","FUNERAL","18-25",189,99,"S","S","COMP87","SECURITY OFFICER  WATCHMAN","Otherwise"
"ACT",850,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","ADD","FEMALE","FEMALE","FUNERAL","36-45",100,99,"S","S","Otherwise","SKILLED SEMI SKILLED","PAYPOINT202"
"ACT",12533,78.6043713655504,"CORPORATE/FINANCE/ADMINISTRATION","DSO","FEMALE","FEMALE","INVEST","26-35",330,28,"S","S","COMP19","Otherwise","Otherwise"
"ACT",12530,78.6043713655504,"PUBLIC/GOVERNMENT/ADMINISTRATION","RSO","FEMALE","FEMALE","FUNERAL","26-35",152.25,99,"S","S","COMP19","SECRETARY","PAYPOINT224"
"ACT",5610,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","RSO","FEMALE","FEMALE","FUNERAL","26-35",145.53,99,"S","S","Otherwise","TEACHER","PAYPOINT224"
"ACT",4016,78.6043713655504,"SERVICES/RETAIL/SMALL BUSINESS","RSO","FEMALE","FEMALE","INVEST","36-45",110.25,25,"S","S","COMP52","Otherwise","PAYPOINT223"
"ACT",2428,78.6043713655504,"SERVICES/SANITATION/PROCESSING","RSO","FEMALE","FEMALE","INVEST","26-35",105,14,"W","W","Otherwise","CLEANER","PAYPOINT223"
"ACT",1483,78.6043713655504,"LABOUR/GENERAL/MANUAL","RSO","MALE","MALE","FUNERAL","36-45",105.75,99,"S","S","COMP19","Otherwise","PAYPOINT223"
"ACT",3630,78.6043713655504,"TRANSPORT/DRIVING/OPERATIONS","DSO","MALE","MALE","FUNERAL","26-35",125,99,"S","S","Otherwise","DRIVER OTHER THAN CHAUFFEUR","PAYPOINT24"
"ACT",922,78.6043713655504,"CORPORATE/FINANCE/ADMINISTRATION","DSO","FEMALE","FEMALE","FUNERAL","36-45",127.63,99,"M","M","COMP71","Otherwise","Otherwise"
"ACT",1753,78.6043713655504,"SERVICES/SANITATION/PROCESSING","DSO","FEMALE","FEMALE","RISK","26-35",100,5,"M","M","COMP156","CLEANER","Otherwise"
"ACT",11079,78.6043713655504,"INDUSTRIAL/MECHANICAL/METALWORK","ADD","MALE","MALE","FUNERAL","26-35",378,99,"S","S","COMP19","Otherwise","PAYPOINT202"
"ACT",7438,78.6043713655504,"PUBLIC/SECURITY/COMPLIANCE","RSO","FEMALE","FEMALE","FUNERAL","36-45",191.01,99,"M","M","Otherwise","POLICE OFFICER","PAYPOINT224"
"ACT",1493,78.6043713655504,"PUBLIC/SECURITY/COMPLIANCE","RSO","MALE","MALE","RISK","26-35",122,15,"S","S","COMP121","Otherwise","PAYPOINT223"
"ACT",5610,78.6043713655504,"INDUSTRIAL/MECHANICAL/METALWORK","RSO","MALE","MALE","FUNERAL","36-45",127.05,99,"S","S","COMP156","Otherwise","PAYPOINT224"
"ACT",2734,78.6043713655504,"PRIMARY/AGRICULTURE/WILDLIFE","RSO","MALE","MALE","FUNERAL","26-35",166.48,99,"S","S","COMP74","Otherwise","PAYPOINT224"
"ACT",8110,79.6875,"INFORMATION/COMMUNICATION/TECHNOLOGY","DSO","MALE","MALE","FUNERAL","26-35",311.41,99,"S","S","COMP35","Otherwise","Otherwise"
"ACT",5075,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","ADD","MALE","MALE","RISK","26-35",179.43,5,"M","M","COMP19","Otherwise","PAYPOINT21"
"ACT",1367,78.6043713655504,"PUBLIC/SECURITY/COMPLIANCE","DSO","MALE","MALE","FUNERAL","26-35",92.4,99,"S","S","COMP19","SECURITY OFFICER  WATCHMAN","Otherwise"
"ACT",3742,80.8510638297872,"CORPORATE/FINANCE/ADMINISTRATION","ADD","FEMALE","FEMALE","RISK","26-35",259.33,25,"M","M","COMP19","Otherwise","PAYPOINT378"
"ACT",1110,78.6043713655504,"PUBLIC/SECURITY/COMPLIANCE","ADD","FEMALE","FEMALE","FUNERAL","36-45",102.54,99,"S","S","COMP19","SECURITY OFFICER  WATCHMAN","PAYPOINT202"
"ACT",3860,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","RSO","FEMALE","FEMALE","FUNERAL","26-35",228,99,"S","S","COMP35","TEACHER","PAYPOINT224"
"ACT",3402,78.6043713655504,"CORPORATE/FINANCE/ADMINISTRATION","ADD","FEMALE","FEMALE","FUNERAL","26-35",171,99,"M","M","COMP19","Otherwise","PAYPOINT202"
"ACT",7236,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","RSO","FEMALE","FEMALE","FUNERAL","26-35",155.45,99,"S","S","COMP19","TEACHER","PAYPOINT224"
"ACT",2167,78.6043713655504,"TRANSPORT/DRIVING/OPERATIONS","ADD","MALE","MALE","FUNERAL","26-35",156.45,99,"S","S","COMP19","DRIVER OTHER THAN CHAUFFEUR","PAYPOINT378"
"ACT",1323,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","ADD","FEMALE","FEMALE","FUNERAL","18-25",177.01,99,"S","S","COMP19","SKILLED SEMI SKILLED","PAYPOINT202"
"ACT",2957,78.6043713655504,"SERVICES/SANITATION/PROCESSING","ADD","FEMALE","FEMALE","INVEST","18-25",100,36,"S","S","COMP19","CLEANER","PAYPOINT202"
"ACT",4878,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","RSO","FEMALE","FEMALE","FUNERAL","26-35",226.38,99,"S","S","COMP19","TEACHER","PAYPOINT224"
"ACT",2004,79.1666666666667,"SERVICES/SALES/CONSULTING","ADD","FEMALE","FEMALE","RISK","26-35",110.25,5,"S","S","COMP19","Otherwise","PAYPOINT202"
"ACT",4862,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","RSO","MALE","MALE","FUNERAL","36-45",137.55,99,"S","S","COMP95","TECHNICIAN","PAYPOINT223"
"ACT",9084,78.6043713655504,"INDUSTRIAL/MECHANICAL/METALWORK","DSO","MALE","MALE","INVEST","26-35",326,14,"M","M","Otherwise","Otherwise","PAYPOINT24"
"ACT",5302,78.6043713655504,"PUBLIC/SECURITY/COMPLIANCE","RSO","FEMALE","FEMALE","RISK","26-35",205,10,"S","S","COMP41","POLICE OFFICER","PAYPOINT224"
"ACT",4500,78.6043713655504,"CORPORATE/FINANCE/ADMINISTRATION","RSO","FEMALE","FEMALE","INVEST","26-35",133.1,24,"M","M","COMP71","MANAGER","PAYPOINT224"
"ACT",5716.5,77.1428571428571,"PROFESSIONAL/ENGINEERING/TECHNICAL","RSO","FEMALE","MALE","RISK","26-35",266.2,20,"M","UNKNOWN","Otherwise","Otherwise","PAYPOINT224"
"ACT",11900,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","ADD","MALE","MALE","FUNERAL","26-35",201.44,99,"S","S","COMP19","TEACHER","PAYPOINT381"
"ACT",7501,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","DSO","MALE","MALE","RISK","26-35",179.43,10,"S","S","COMP19","Otherwise","Otherwise"
"ACT",1070,78.6043713655504,"SERVICES/RETAIL/SMALL BUSINESS","ADD","FEMALE","FEMALE","RISK","26-35",110,25,"S","S","COMP19","Otherwise","PAYPOINT202"
"ACT",5986,88.2727090435131,"PUBLIC/SECURITY/COMPLIANCE","RSO","FEMALE","FEMALE","RISK","26-35",139.76,5,"M","M","COMP41","POLICE OFFICER","PAYPOINT224"
"ACT",11294,65.7142857142857,"PROFESSIONAL/ENGINEERING/TECHNICAL","DSO","FEMALE","FEMALE","RISK","26-35",150,25,"M","M","COMP19","TECHNICIAN","Otherwise"
"ACT",5705,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","RSO","FEMALE","FEMALE","RISK","26-35",121.55,10,"S","S","COMP19","TEACHER","PAYPOINT224"
"ACT",2500,78.6043713655504,"HEALTHCARE/NURSING/SOCIAL CARE","DSO","FEMALE","MALE","RISK","26-35",105,5,"M","S","COMP19","MINOR","Otherwise"
"ACT",3041,78.6043713655504,"CORPORATE/FINANCE/ADMINISTRATION","DSO","FEMALE","FEMALE","FUNERAL","26-35",204.1,99,"S","S","COMP121","Otherwise","Otherwise"
"ACT",7125,72.7272727272727,"SERVICES/SALES/CONSULTING","PLS","MALE","MALE","RISK","26-35",697.52,25,"M","M","Otherwise","Otherwise","PAYPOINT381"
"ACT",8973,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","RSO","FEMALE","FEMALE","FUNERAL","36-45",312.39,99,"S","S","COMP95","TEACHER","PAYPOINT224"
"ACT",2707,78.6043713655504,"HOSPITALITY/FOOD/ACCOMMODATION","DSO","FEMALE","FEMALE","FUNERAL","26-35",143.33,99,"M","M","Otherwise","Otherwise","Otherwise"
"ACT",6800,78.6043713655504,"HEALTHCARE/NURSING/SOCIAL CARE","DSO","MALE","FEMALE","RISK","26-35",305,20,"S","S","Otherwise","MINOR","Otherwise"
"ACT",6418,78.6043713655504,"HEALTHCARE/NURSING/SOCIAL CARE","RSO","MALE","FEMALE","RISK","26-35",405,20,"S","S","COMP52","MINOR","PAYPOINT224"
"ACT",1869,90.2439024390244,"CORPORATE/FINANCE/ADMINISTRATION","DSO","MALE","MALE","RISK","26-35",150.5,20,"S","S","COMP19","Otherwise","Otherwise"
"ACT",6418,78.6043713655504,"HEALTHCARE/NURSING/SOCIAL CARE","RSO","FEMALE","FEMALE","FUNERAL","26-35",140.08,99,"M","M","COMP41","NURSING MATRONS OR SISTERS AND QUALIFIED NURSE","PAYPOINT224"
"ACT",6000,78.6043713655504,"PUBLIC/GOVERNMENT/ADMINISTRATION","ADD","FEMALE","FEMALE","RISK","26-35",150,10,"S","S","Otherwise","Otherwise","PAYPOINT381"
"ACT",2742,78.6043713655504,"PUBLIC/GOVERNMENT/ADMINISTRATION","RSO","FEMALE","FEMALE","FUNERAL","26-35",148.85,99,"S","S","Otherwise","SECRETARY","PAYPOINT224"
"ACT",1043,78.6043713655504,"INFORMATION/COMMUNICATION/TECHNOLOGY","RSO","FEMALE","FEMALE","FUNERAL","36-45",231,99,"M","M","Otherwise","Otherwise","PAYPOINT223"
"ACT",2400,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","ADD","MALE","MALE","RISK","26-35",155,12,"S","S","COMP19","SKILLED SEMI SKILLED","PAYPOINT21"
"ACT",2153,78.6043713655504,"PUBLIC/GOVERNMENT/ADMINISTRATION","RSO","MALE","MALE","FUNERAL","18-25",262.43,99,"S","S","COMP121","ARMED FORCE SOLDIER","PAYPOINT224"
"ACT",2625,78.6043713655504,"CONSTRUCTION/TRADES/CRAFTWORK","RSO","MALE","MALE","FUNERAL","36-45",122.29,99,"S","S","COMP95","Otherwise","PAYPOINT223"
"ACT",2540,83.4355828220859,"PROFESSIONAL/ENGINEERING/TECHNICAL","DSO","MALE","MALE","RISK","18-25",200,15,"S","S","COMP87","SKILLED SEMI SKILLED","Otherwise"
"ACT",2153,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","RSO","FEMALE","FEMALE","FUNERAL","26-35",156.45,99,"S","S","COMP84","SKILLED SEMI SKILLED","PAYPOINT224"
"ACT",4109,78.6043713655504,"PUBLIC/CUSTOMS/TRANSPORT/LOGISTICS","DSO","FEMALE","FEMALE","FUNERAL","36-45",153.25,99,"M","M","COMP52","Otherwise","Otherwise"
"ACT",4150,78.6043713655504,"UTILITIES/WATER/ENVIRONMENT","ADD","MALE","MALE","FUNERAL","26-35",172.48,99,"M","M","COMP19","Otherwise","PAYPOINT202"
"ACT",4710,78.6043713655504,"PRIMARY/AGRICULTURE/WILDLIFE","RSO","MALE","MALE","RISK","36-45",200,10,"S","S","COMP19","Otherwise","PAYPOINT224"
"ACT",1598,78.6043713655504,"HOSPITALITY/FOOD/ACCOMMODATION","RSO","FEMALE","FEMALE","INVEST","36-45",100,16,"S","S","COMP70","COOK  CATERING","PAYPOINT223"
"ACT",9000,79.1666666666667,"HEALTHCARE/NURSING/SOCIAL CARE","DSO","MALE","FEMALE","RISK","26-35",201.32,11,"M","S","COMP19","MINOR","Otherwise"
"ACT",10826,78.6043713655504,"SERVICES/SALES/CONSULTING","DSO","MALE","MALE","FUNERAL","36-45",330.21,99,"W","W","COMP19","Otherwise","Otherwise"
"ACT",6935,78.6043713655504,"PUBLIC/GOVERNMENT/ADMINISTRATION","RSO","FEMALE","FEMALE","FUNERAL","36-45",295.21,99,"S","S","COMP95","Otherwise","PAYPOINT224"
"ACT",3000,78.6043713655504,"PUBLIC/GOVERNMENT/ADMINISTRATION","ADD","FEMALE","FEMALE","FUNERAL","46-55",351,99,"M","M","COMP19","Otherwise","PAYPOINT21"
"ACT",5196,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","RSO","MALE","MALE","RISK","26-35",170.89,14,"S","S","COMP19","Otherwise","PAYPOINT224"
"ACT",1242,77.7777777777778,"CORPORATE/FINANCE/ADMINISTRATION","ADD","FEMALE","FEMALE","RISK","26-35",241.58,10,"S","S","COMP19","PROFESSIONAL CLERICAL","PAYPOINT202"
"ACT",7806,78.6043713655504,"HEALTHCARE/NURSING/SOCIAL CARE","RSO","FEMALE","MALE","RISK","26-35",200,15,"S","S","Otherwise","MINOR","PAYPOINT224"
"ACT",6956,81.3953488372093,"PROFESSIONAL/ENGINEERING/TECHNICAL","RSO","FEMALE","FEMALE","RISK","26-35",175,25,"M","M","COMP19","SKILLED SEMI SKILLED","PAYPOINT224"
"ACT",1855,78.6043713655504,"SERVICES/SANITATION/PROCESSING","RSO","FEMALE","FEMALE","INVEST","46-55",105,13,"W","W","COMP19","CLEANER","PAYPOINT223"
"ACT",2273,80.952380952381,"PROFESSIONAL/ENGINEERING/TECHNICAL","RSO","MALE","MALE","RISK","36-45",110,5,"M","M","COMP19","TECHNICIAN","PAYPOINT223"
"ACT",5830,92.4528301886792,"PUBLIC/GOVERNMENT/ADMINISTRATION","RSO","MALE","MALE","RISK","36-45",350,25,"M","M","COMP19","ARMED FORCE SOLDIER","PAYPOINT224"
"ACT",1800,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","DSO","MALE","MALE","FUNERAL","18-25",181.11,99,"S","S","COMP121","SKILLED SEMI SKILLED","Otherwise"
"ACT",5492,92.0792079207921,"PUBLIC/SECURITY/COMPLIANCE","RSO","MALE","MALE","RISK","26-35",231.53,15,"S","S","COMP41","POLICE OFFICER","PAYPOINT224"
"ACT",2950,78.6043713655504,"SERVICES/RETAIL/SMALL BUSINESS","ADD","FEMALE","FEMALE","RISK","26-35",155,10,"S","S","COMP19","Otherwise","PAYPOINT381"
"ACT",920,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","ADD","MALE","MALE","FUNERAL","26-35",138.92,99,"S","S","COMP35","SKILLED SEMI SKILLED","PAYPOINT21"
"ACT",3200,85.7142857142857,"PUBLIC/GOVERNMENT/ADMINISTRATION","ADD","FEMALE","FEMALE","FUNERAL","18-25",138.6,99,"S","S","COMP19","SECRETARY","PAYPOINT378"
"ACT",3600,78.6043713655504,"CORPORATE/FINANCE/ADMINISTRATION","ADD","FEMALE","FEMALE","INVEST","36-45",130,22,"S","S","COMP19","Otherwise","PAYPOINT202"
"ACT",2396,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","ADD","FEMALE","FEMALE","FUNERAL","26-35",164.4,99,"S","S","COMP19","SKILLED SEMI SKILLED","PAYPOINT202"
"ACT",6259,66.6666666666667,"PROFESSIONAL/ENGINEERING/TECHNICAL","RSO","MALE","MALE","RISK","26-35",155,14,"S","UNKNOWN","COMP19","TEACHER","PAYPOINT224"
"ACT",16000,78.6043713655504,"HEALTHCARE/MEDICAL/SCIENTIFIC","ADD","MALE","MALE","RISK","36-45",300,25,"M","M","Otherwise","Otherwise","PAYPOINT378"
"ACT",5554,78.6043713655504,"INFORMATION/COMMUNICATION/TECHNOLOGY","ADD","MALE","MALE","FUNERAL","26-35",130.07,99,"M","M","Otherwise","OPERATOR OTHER THAN COMPUTER","PAYPOINT381"
"ACT",1759,78.6043713655504,"CORPORATE/FINANCE/ADMINISTRATION","ADD","FEMALE","FEMALE","FUNERAL","36-45",147.03,99,"S","S","COMP19","CLERK","PAYPOINT378"
"ACT",7438,78.6043713655504,"HEALTHCARE/NURSING/SOCIAL CARE","RSO","MALE","MALE","RISK","18-25",200,25,"S","S","COMP41","NURSING MATRONS OR SISTERS AND QUALIFIED NURSE","PAYPOINT224"
"ACT",1500,78.6043713655504,"SERVICES/RETAIL/SMALL BUSINESS","ADD","FEMALE","FEMALE","FUNERAL","26-35",114.45,99,"S","S","Otherwise","Otherwise","PAYPOINT202"
"ACT",8500,78.6043713655504,"HEALTHCARE/NURSING/SOCIAL CARE","ADD","MALE","FEMALE","RISK","26-35",192,21,"M","S","COMP52","MINOR","PAYPOINT202"
"ACT",1100,78.6043713655504,"SERVICES/SANITATION/PROCESSING","ADD","FEMALE","FEMALE","FUNERAL","18-25",107,99,"S","S","COMP19","Otherwise","PAYPOINT202"
"ACT",7189,78.6043713655504,"SERVICES/SALES/CONSULTING","DSO","FEMALE","FEMALE","RISK","36-45",155,25,"M","M","COMP19","Otherwise","Otherwise"
"ACT",5510,78.6043713655504,"CORPORATE/FINANCE/ADMINISTRATION","RSO","MALE","MALE","FUNERAL","36-45",370.65,99,"D","D","COMP34","PROFESSIONAL CLERICAL","PAYPOINT224"
"ACT",2355,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","RSO","MALE","MALE","INVEST","36-45",200,16,"S","S","COMP156","SKILLED SEMI SKILLED","PAYPOINT224"
"ACT",3300,77.4193548387097,"CORPORATE/FINANCE/ADMINISTRATION","DSO","FEMALE","FEMALE","INVEST","26-35",210,30,"S","S","COMP19","CLERK","Otherwise"
"ACT",4523,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","RSO","MALE","MALE","RISK","18-25",300,5,"S","S","COMP19","TEACHER","PAYPOINT224"
"ACT",1200,78.6043713655504,"CONSTRUCTION/TRADES/CRAFTWORK","DSO","MALE","MALE","FUNERAL","18-25",121.8,99,"S","S","COMP35","Otherwise","Otherwise"
"ACT",3500,78.6043713655504,"CORPORATE/FINANCE/ADMINISTRATION","ADD","FEMALE","FEMALE","FUNERAL","26-35",147,99,"S","S","Otherwise","Otherwise","PAYPOINT202"
"ACT",9219,78.6043713655504,"HEALTHCARE/NURSING/SOCIAL CARE","RSO","FEMALE","MALE","RISK","26-35",215.25,25,"S","S","COMP84","MINOR","PAYPOINT224"
"ACT",7096,78.6043713655504,"HEALTHCARE/NURSING/SOCIAL CARE","RSO","FEMALE","FEMALE","FUNERAL","36-45",480.75,99,"S","S","COMP19","Otherwise","PAYPOINT224"
"ACT",3231,78.6043713655504,"PUBLIC/GOVERNMENT/ADMINISTRATION","RSO","MALE","MALE","FUNERAL","26-35",130.08,99,"S","S","Otherwise","ARMED FORCE SOLDIER","PAYPOINT224"
"ACT",5075,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","RSO","MALE","MALE","INVEST","36-45",105,13,"S","S","Otherwise","Otherwise","PAYPOINT224"
"ACT",2445,81.6326530612245,"PUBLIC/SECURITY/COMPLIANCE","DSO","FEMALE","FEMALE","RISK","18-25",201.32,11,"S","S","COMP19","SECURITY OFFICER  WATCHMAN","PAYPOINT76"
"ACT",4533,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","RSO","FEMALE","FEMALE","FUNERAL","36-45",170.89,99,"S","S","COMP156","SKILLED SEMI SKILLED","PAYPOINT224"
"ACT",5350,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","ADD","MALE","MALE","INVEST","26-35",121,32,"S","S","COMP19","SKILLED SEMI SKILLED","PAYPOINT381"
"ACT",805,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","ADD","MALE","MALE","RISK","18-25",140,15,"S","S","COMP19","SKILLED SEMI SKILLED","PAYPOINT202"
"ACT",2021,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","DSO","MALE","MALE","FUNERAL","36-45",96.09,99,"S","S","COMP95","Otherwise","Otherwise"
"ACT",2900,83.004347826087,"CORPORATE/FINANCE/ADMINISTRATION","ADD","FEMALE","FEMALE","INVEST","18-25",210,31,"S","S","COMP84","Otherwise","PAYPOINT21"
"ACT",4000,78.6043713655504,"CORPORATE/FINANCE/ADMINISTRATION","ADD","FEMALE","FEMALE","FUNERAL","26-35",226.34,99,"S","S","Otherwise","MANAGER","PAYPOINT202"
"ACT",9493,78.6043713655504,"INFORMATION/COMMUNICATION/TECHNOLOGY","DSO","MALE","MALE","RISK","26-35",100,20,"M","S","Otherwise","SCHOLAR OR STUDENT","PAYPOINT24"
"ACT",5095,78.6043713655504,"PUBLIC/SECURITY/COMPLIANCE","RSO","MALE","MALE","RISK","36-45",150,10,"M","M","COMP74","POLICE OFFICER","PAYPOINT224"
"ACT",5500,78.6043713655504,"PUBLIC/GOVERNMENT/ADMINISTRATION","RSO","FEMALE","FEMALE","RISK","36-45",121,5,"M","M","COMP121","SECRETARY","PAYPOINT224"
"ACT",6580,78.6043713655504,"PUBLIC/SECURITY/COMPLIANCE","RSO","MALE","MALE","FUNERAL","36-45",169.05,99,"M","M","COMP156","POLICE OFFICER","PAYPOINT224"
"ACT",2596,78.6043713655504,"SERVICES/RETAIL/SMALL BUSINESS","RSO","FEMALE","FEMALE","FUNERAL","46-55",148.05,99,"S","S","COMP52","Otherwise","PAYPOINT223"
"ACT",4615,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","RSO","FEMALE","FEMALE","RISK","18-25",150,5,"S","S","COMP19","TEACHER","PAYPOINT224"
"ACT",3200,78.6043713655504,"SERVICES/SALES/CONSULTING","ADD","FEMALE","FEMALE","FUNERAL","36-45",144.71,99,"S","S","COMP19","Otherwise","PAYPOINT381"
